key,year,city,city 2,language,language 2,author (normalized),title,title_EN,BASE CONTENT,AUTHOR NAME,AUTHOR NAME 2,AUTHOR DESCRIPTION,AUTHOR DESCRIPTION 2,EUCLID REF,EUCLID DESCRIPTION,EUCLID DESCRIPTION 2,OTHER NAMES,PATRON REF,EDITION INFO 2,EDITION INFO,PRIVILEGES,VERBS,EXPLICITLY STATED: TRANSLATED FROM,EXPLICITLY STATED: TRANSLATED TO,RECIPIENT VERBS,EXPLICIT RECIPIENT 2,EXPLICIT RECIPIENT,GREEK IN NON GREEK BOOKS,INNOVATION,INSTITUTIONS,ENRICHED WITH,BOUND WITH,ELEMENTS DESIGNATION,invalid transcription,IMPRINT DATE,IMPRINT PUBLISHER,IMPRINT PLACE,IMPRINT PRIVILEGES,IMPRINT DEDICATION,IMPRINT AUTHOR NAME,IMPRINT AUTHOR DESCRIPTION,tagger,CONTENT DESC,CONTENT DESC 2,ADDITIONAL CONTENT,ADDITIONAL CONTENT 2,author (orig),publisher (orig),publisher (normalized),colophon,imprint,imprint_EN,format,books,volumesCount,wClass,ustc_id,scan_url,tp_url,tp_url_alt,frontispiece_url,frontispiece_type,frontispiece_text,frontispiece_text_EN,notes,has_red,tp_design,num_of_types,frame_type,engraving,printer_device,font_types,calligraphic_features,other_names_classification,included_in_studies,tp_illustration,annotations
Strasbourg_1564,1564,Strasbourg,,GREEK,LATIN,Conrad Dasypodius,"ΕΥΚΛΕΙΔΟΥ ΤΩΝ ΠΕΝΤΕ ΚΑΙ ΔΕΚΑ ΣΤΟΙΧΕΙΩΝ, ΕΚ ΤΩΝ ΤΟΥ ΘΕΩΝΟΣ συνουσιῶν τὸ πρῶτον. EVCLIDIS QVIN-DEcim Elementorum Geometriæ primum: ex Theonis Commentarijs Græcè, & Latinè. Cui accesserunt Scholia, in quibus quæ ad percipi-enda Geometriæ Elementa spectant, breuiter & dilucidè explicantur, authore Cunrado Dasypodio, Scholæ Argentinensis professore.","EUCLID'S FIFTEEN ELEMENTS, FROM THE COMMENTARIES OF THEON, the first. EVCLIDIS QVIN-DEcim Elementorum Geometriæ primum: from Theon's Commentaries in Greek, & Latin. To which have been added Scholia, in which those things pertaining to the understanding of the Elements of Geometry are briefly & clearly explained, by the author Conrad Dasypodius, professor of the Strasbourg School.",EVCLIDIS QVIN-DEcim Elementorum Geometriæ primum,Cunrado Dasypodio,,Scholæ Argentinensis professore,,"ΕΥΚΛΕΙΔΟΥ, EVCLIDIS",,,"ΘΕΩΝΟΣ, Theonis",,,,,"accesserunt, explicantur","Græcè, Latinè",,,,,"ΕΥΚΛΕΙΔΟΥ ΤΩΝ ΠΕΝΤΕ ΚΑΙ ΔΕΚΑ ΣΤΟΙΧΕΙΩΝ, ΕΚ ΤΩΝ ΤΟΥ ΘΕΩΝΟΣ συνουσιῶν τὸ πρῶτον",,Scholæ Argentinensis,"Scholia, quæ ad percipi-enda Geometriæ Elementa spectant, breuiter & dilucidè explicantur","ΘΕΩΝΟΣ συνουσιῶν, Theonis Commentarijs",,,LXIIII,Christianus Mylius,ARGENTORATI,,,,,ai_02_14-55,"ex Theonis Commentarijs Græcè, & Latinè","Cui accesserunt Scholia, in quibus quæ ad percipi-enda Geometriæ Elementa spectant",,,Conrad Dasypodius,Christianus Mylius,Christian Mehl,,"ARGENTORATI EXCVdebat Christianus Mylius, M. D. LXIIII.","ARGENTORATI
EXCVdebat Christianus Mylius, M. D. LXIIII.
",Octavo,Elements 1,1,MAGNIENUS/GRACILIS and DASYPODIUS,,https://www.google.nl/books/edition/Eukleidu_T%C5%8Dn_Pente_Kai_Deka_Stoichei%C5%8Dn/-rs7AAAAcAAJ,/tps/Strasbourg_1564_tp.png,,,,,,,False,typographic,6,none,none,False,"roman, majuscule roman",,ancient,dh,,
Strasbourg_1564b,1564,Strasbourg,,LATIN,,Conrad Dasypodius,"PROPOSITIOnes reliquorum Librorum Geometriæ Euclidis, Græcè, & Latinè, in vsum eorum, qui volumine Euclidis carent. Per Cunradum Dasypodium, scholæ Argentinensis professorem.","PROPOSITIOnes of the remaining Books of Euclid's Geometry, in Greek & Latin, for the use of those who lack the volume of Euclid. By Cunradus Dasypodius, professor of the Strasbourg school.",PROPOSITIOnes reliquorum Librorum Geometriæ Euclidis,Cunradum Dasypodium,,scholæ Argentinensis professorem,,Euclidis,,,,,,,,,"Græcè, Latinè",,,,"in vsum eorum, qui volumine Euclidis carent",,,scholæ Argentinensis,,,Librorum Geometriæ Euclidis,,M. D. LXIIII.,Christianum Mylium,ARGENTORATI,,,,,ai_02_14-55,,,"Græcè, & Latinè, in vsum eorum, qui volumine Euclidis carent",,Conrad Dasypodius,Christianum Mylium,Christian Mehl,,ARGENTORATI APVD Christianum Mylium. M. D. LXIIII.,ARGENTORATI AT Christian Mylius. 1564.,Octavo,Elements 3–13 (enunciations),1,MAGNIENUS/GRACILIS and DASYPODIUS,,https://www.google.com/books/edition/Propositiones_reliquorum_Librorum_Geomet/NU3IO_IPGh8C,/tps/Strasbourg_1564b_tp.png,,,,,,,False,typographic,4,none,woodcut,True,"roman, italics, majuscule roman",,,,,
Strasbourg_1566,1566,Strasbourg,,GREEK,LATIN,"Conrad Dasypodius, Christian Herlin","ANALYSEIS GEOmetricæ sex librorum Euclidis. PRIMI ET QVINTI FACTAE À CHRISTIANO HERLINO: RELIQUAE VNÀ
CVM COMmentariis, & Scholiis perbreuibus in eosdem sex libros Geometricos: à Cunrado Dasypodio. CVM Indice Πορισ[lάτων καl λη[l[lάτων: item aliarum rerum atque uerborum memorabilium. PRO SCHOLA ARGENTINENSI.","ANALYSIS OF THE GEOMETRIC Books of Euclid. THE FIRST AND FIFTH MADE BY CHRISTIAN HERLIN: THE REMAINING TOGETHER WITH COMMENTARIES, & Brief Notes on the same six Geometric books: by Conrad Dasypodius. WITH AN INDEX OF Propositions and Lemmas: also of other memorable things and words. FOR THE STRASBOURG SCHOOL.",ANALYSEIS GEOmetricæ sex librorum Euclidis.,CHRISTIANO HERLINO,Cunrado Dasypodio,,,Euclidis,,,,,,,,FACTAE,,,,,PRO SCHOLA ARGENTINENSI.,,,SCHOLA ARGENTINENSI,"ANALYSEIS GEOmetricæ, COMMENTARIIS, Scholiis perbreuibus, Indice Πορισ[lάτων καl λη[l[lάτων: item aliarum rerum atque uerborum memorabilium",,sex librorum Euclidis,,M.D.LXVI.,IOSIAS RIHELIVS,,CVM Gratia & Priuilegio Cæsareo ad annos octo.,,,,ai_02_14-55,PRIMI ET QVINTI FACTAE À CHRISTIANO HERLINO,"RELIQUAE VNÀ
CVM COMmentariis, & Scholiis perbreuibus in eosdem sex libros Geometricos",CVM Indice Πορισ[lάτων καl λη[l[lάτων: item aliarum rerum atque uerborum memorabilium,PRO SCHOLA ARGENTINENSI,"Conradus Dasypodius, Christianus Herlinus",IOSIAS RIHELIVS,Josias Rihel,,CVM Gratia & Priuilegio Cæsareo ad annos octo. EX-CVDEBAT IOSIAS RIHELIVS. M.D.LXVI.,With the Grace & Privilege of the Emperor for eight years. PRINTED BY JOSIAS RIHELIUS. 1566.,Quarto,Elements 1–6,1,MAGNIENUS/GRACILIS and DASYPODIUS,,https://www.google.com/books/edition/Analyseis_geometric%C3%A6_sex_librorum_Eucli/BGXs-wxO3aIC,/tps/Strasbourg_1566_tp.png,,,,,,,False,typographic,6,none,woodcut,True,"roman, italics, majuscule roman",,,dh,True,
Strasbourg_1564a,1564,Strasbourg,,GREEK,LATIN,Conrad Dasypodius,"ΕΥΚΛΕΙΔΟΥ
ΤΩΝ ΠΕΝΤΕ ΚΑΙ ΔΕΚΑ ΣΤΟΙ-
ΧΕΙΩΝ ΕΚ ΤΩΝ ΤΟΥ ΘΕΩΝΟΣ
συνουσιῶν τὸ δεύτερον.

Καὶ
ΒΑΡΛΑΑΜ ΜΟΝΑΧΟΥ ΑΡΙΘΜΗ-
τικὴ ἀπόδειξις τῶν γεωμετρικῶς ἐν τῷ
δευτέρῳ τῶν στοιχείων ἀπο-
δεχθέντων.

Id est,
EVCLIDIS QVINDECIM
elementorum Geometriae secundù: ex
Theonis commentarijs
Graecè, & Latinè.

Item,
Barlaam monachi Arithmetica demonſtra-
tio eorum, quae in secundo libro elementorum
sunt in lineis & figuris planis
demonstrata.

Item,
Octo propositiones Stereometricae, eiusdem cum præ-
cedentibus argumenti. Per Cunradum Da=
ſypodium, scholae Argentinæ=
ſis Professorem.","OF EUCLID
THE FIFTEEN ELEMENTS
compiled from the writings of Theon
the second edition.

And
THE MONK BARLAAM’S
arithmetical demonstration of the geometrical
propositions accepted in the
second book of the Elements.

That is,
THE FIFTEEN BOOKS
of Euclid’s Elements of Geometry: according to
the commentaries of Theon,
in Greek and Latin.

Also,
An arithmetical demonstration by the monk Barlaam
of those things which, in the second book of the Elements,
are demonstrated in lines and plane figures.

Also,
Eight propositions of Stereometry, on the same subject as the pre-
ceding material. By Conrad Dasypodius,
Professor at the School of Strasbourg.","ΕΥΚΛΕΙΔΟΥ
ΤΩΝ ΠΕΝΤΕ ΚΑΙ ΔΕΚΑ ΣΤΟΙ-
ΧΕΙΩΝ ΕΚ ΤΩΝ ΤΟΥ ΘΕΩΝΟΣ","Cunradum Da=
ſypodium",,"scholae Argentinæ=
ſis Professorem",,ΕΥΚΛΕΙΔΟΥ,,,"Theonis, Barlaam",,,,,demonstrata,"Graecè, Latinè",,,,,"ΕΥΚΛΕΙΔΟΥ
ΤΩΝ ΠΕΝΤΕ ΚΑΙ ΔΕΚΑ ΣΤΟΙ-
ΧΕΙΩΝ ΕΚ ΤΩΝ ΤΟΥ ΘΕΩΝΟΣ
συνουσιῶν τὸ δεύτερον.

Καὶ
ΒΑΡΛΑΑΜ ΜΟΝΑΧΟΥ ΑΡΙΘΜΗ-
τικὴ ἀπόδειξις τῶν γεωμετρικῶς ἐν τῷ
δευτέρῳ τῶν στοιχείων ἀπο-
δεχθέντων.",,"scholae Argentinæ=
ſis",,"ΒΑΡΛΑΑΜ ΜΟΝΑΧΟΥ ΑΡΙΘΜΗ-
τικὴ ἀπόδειξις, Octo propositiones Stereometricae","ΤΩΝ ΠΕΝΤΕ ΚΑΙ ΔΕΚΑ ΣΤΟΙ-
ΧΕΙΩΝ ΕΚ ΤΩΝ ΤΟΥ ΘΕΩΝΟΣ",,M. D. LXIIII.,Christianum Mylium,ARGENTORATI,,,,,ai_02_14-55,,,,,Conrad Dasypodius,Cunradum Dasypodium,Konrad Dasypodius,ARGENTORATI APVD Christianum Mylium. 1564.,ARGENTORATI APVD Christianum Mylium. M. D. LXIIII.,ARGENTORATI AT Christian Mylius. 1564.,Octavo,Elements 2,1,MAGNIENUS/GRACILIS and DASYPODIUS,,https://www.google.nl/books/edition/Eukleidu_T%C5%8Dn_Pente_Kai_Deka_Stoichei%C5%8Dn/D7w7AAAAcAAJ,/tps/Strasbourg_1564a_tp.png,,,,,,,False,typographic,7,none,none,False,"roman, italics, majuscule roman",,"contemporary, ancient",,,
Bologna_1651,1651,Bologna,,ITALIAN,,Giovanni Ricci,DE GLI ELEMENTI DI EVCLIDE Li Primi sei Libri Tradotti in lingua Italiana. ALL’ILLVSTRISS. SENATO DI BOLOGNA.,OF THE ELEMENTS OF EUCLID The First Six Books Translated into Italian. TO THE MOST ILLUSTRIOUS SENATE OF BOLOGNA.,DE GLI ELEMENTI DI EVCLIDE Li Primi sei Libri,,,,,EVCLIDE,,,,ALL’ILLVSTRISS. SENATO DI BOLOGNA.,,,,Tradotti,Italiana,,,,,,,SENATO DI BOLOGNA,,,GLI ELEMENTI DI EVCLIDE,,,Gio. Batt. Ferroni,Bologna,Con licenza de’ Superiori,,,,ai_02_14-55,Tradotti in lingua Italiana,,,,Giovanni Ricci,Gio. Batt. Ferroni,Gio. Batt. Ferroni,,"In Bologna, presso Gio. Batt. Ferroni 1651. Con licenza de’ Superiori.","In Bologna, at Gio. Batt. Ferroni 1651. With permission of the Superiors.",Octavo,Elements 1–6,1,MAGNIENUS/GRACILIS and DASYPODIUS,-,https://www.google.nl/books/edition/Degli_elementi_di_Euclide_li_primi_sei_l/dntI0gjyQOYC,/tps/Bologna_1651_tp.png,,,,,,italiana without dot,False,typographic,4,none,woodcut,True,"roman, italics",,,,,
Bologna_1651a,1651,Bologna,,ITALIAN,,Giovanni Ricci,DE GLI ELEMENTI DI EVCLIDE Li Primi sei Libri Tradotti in lingua Italiana ALL’ILLVSTRISS. SENATO DI BOLOGNA.,OF THE ELEMENTS OF EUCLID The First Six Books Translated into Italian TO THE MOST ILLUSTRIOUS SENATE OF BOLOGNA.,DE GLI ELEMENTI DI EVCLIDE Li Primi sei Libri,,,,,EVCLIDE,,,,ALL’ILLVSTRISS. SENATO DI BOLOGNA.,,,,Tradotti,Italiana,,,,,,,SENATO DI BOLOGNA,,,GLI ELEMENTI DI EVCLIDE,,,Gioseffo Longhi,Bologna,Con licenza de’ Superiuri,,,,ai_02_14-55,Tradotti in lingua Italiana,,,,Giovanni Ricci,Gioseffo Longhi,Giuseppe Longhi,,"In Bologna, per Gioseffo Longhi. Con licenza de’ Superiuri.","In Bologna, for Gioseffo Longhi. With permission of the Superiors.",Octavo,Elements 1–6,1,MAGNIENUS/GRACILIS and DASYPODIUS,-,https://www.google.com/books/edition/De_gli_Elementi_di_Euclide_li_primi_sei/gHs-AAAAcAAJ,/tps/Bologna_1651a_tp.png,,,,,,italiana without dot,False,typographic,5,none,woodcut,True,"roman, majuscule roman",,,,,
Amsterdam_1683,1683,Amsterdam,,LATIN,,André Tacquet,"ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ. Quibus
accedunt selecta EX ARCHIMEDE THEOREMATA. Auctore AN-DREA TACQUET SOC. JESU Sacerdote & Matheseos Professore. EDITIO NOVA.","ELEMENTS OF PLANE AND SOLID GEOMETRY. To which
are added selected THEOREMS FROM ARCHIMEDES. By the author AN-DREA TACQUET, PRIEST OF THE SOCIETY OF JESUS & PROFESSOR OF MATHEMATICS. NEW EDITION.",ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ.,AN-DREA TACQUET,,SOC. JESU Sacerdote & Matheseos Professore.,,,,,ARCHIMEDE,,,EDITIO NOVA.,,accedunt,,,,,,,,SOC. JESU,,selecta EX ARCHIMEDE THEOREMATA,ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ.,,M DC LXXXIII.,HENRICUM WETSTENIUM,AMSTELÆDAMI,,,,,ai_02_14-55,,,"Quibus
accedunt selecta EX ARCHIMEDE THEOREMATA",,Andrea Tacquet,Henricum Wetstenium,Henricum Wetstenium,,"AMSTELÆDAMI, Apud HENRICUM WETSTENIUM. M DC LXXXIII.","AMSTERDAM, By HENRY WETSTEN. 1683.",Octavo,"Elements 1–6, 11–12",1,TACQUET,,https://www.google.com/books/edition/Elementa_Geometriae_planae/uWEmAAAAcAAJ,/tps/Amsterdam_1683_tp.png,,,,,,,True,typographic,7,none,woodcut,True,"roman, majuscule roman",,ancient,,True,
Amsterdam_1701b,1701,Amsterdam,,LATIN,,André Tacquet,"ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ. Quibus
accedunt selecta EX ARCHIMEDE THEOREMATA, Auctore AN-DREA TACQUET, SOC. JESU Sacerd. & Matheseos Professore.","ELEMENTS OF PLANE AND SOLID GEOMETRY. To which
are added selected THEOREMS FROM ARCHIMEDES, by the Author AN-DREA TACQUET, Priest of the SOCIETY OF JESUS & Professor of Mathematics.",ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ.,"AN-DREA TACQUET ",,SOC. JESU Sacerd. & Matheseos Professore.,,,,,ARCHIMEDE,,,,,accedunt,,,,,,,,SOC. JESU,,selecta EX ARCHIMEDE THEOREMATA,ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ.,,MDCCI.,FRANCISCUM van der PLAATS,AMSTELÆDAMI,,,,,ai_02_14-55,,,"Quibus
accedunt selecta EX ARCHIMEDE THEOREMATA",,Andrea Tacquet,Franciscus van der Plaats,Franciscus van der Plaats,,"AMSTELÆDAMI, Apud FRANCISCUM van der PLAATS. MDCCI.","AMSTERDAM, At FRANCISCUS van der PLAATS. 1701.",Octavo,"Elements 1–6, 11–12",1,TACQUET,-,https://www.google.com/books/edition/Elementa_Euclidea_geometriae_planae_ac_s/fKk2AAAAMAAJ,/tps/Amsterdam_1701b_tp.png,,,,,,,False,typographic,6,none,none,True,"roman, majuscule roman, italics",,ancient,,,
Cambridge_1703,1703,Cambridge,,LATIN,,"André Tacquet, William Whiston","V. CL. ANDREÆ TACQUET SOC. JESU Sacerdotis, &
Matheseωs Professoris ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ, & SELECTA EX ARCHIMEDE THEOREMATA.
Quibus in hac nova Editione accedunt COROLLARIA non pauca illustrandis Elementis accommodata, & varios propositionum pluri-marum USUS continentia. Summa cura emendata, & XL Schematibus novis æri incisis illustrata. A GVLIELMO WHISTON, A. M. Math-eseωs Professore LUCASIANO apud CANTABRIGIENSES.","V. CL. ANDREÆ TACQUET OF THE SOCIETY OF JESUS Priest, & Professor of Mathematics ELEMENTS OF PLANE AND SOLID GEOMETRY, & SELECT THEOREMS FROM ARCHIMEDES. To which in this new Edition are added not a few COROLLARIES suited to illustrate the Elements, & containing various applications of many propositions. Corrected with the utmost care, & illustrated with XL new diagrams engraved on copper. By WILLIAM WHISTON, A. M. Lucasian Professor of Mathematics at CAMBRIDGE.","ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ, & SELECTA EX ARCHIMEDE THEOREMATA.","GVLIELMO WHISTON, A. M.",ANDREÆ TACQUET,Math-eseωs Professore LUCASIANO apud CANTABRIGIENSES.,"SOC. JESU Sacerdotis, &
Matheseωs Professoris",,,,ARCHIMEDE,,,"Quibus in hac nova Editione accedunt COROLLARIA non pauca illustrandis Elementis accommodata, & varios propositionum pluri-marum USUS continentia. Summa cura emendata, & XL Schematibus novis æri incisis illustrata.",,"accedunt, emendata, illustrata",,,,,,,,"SOC. JESU, CANTABRIGIENSES","COROLLARIA non pauca illustrandis Elementis accommodata, & varios propositionum pluri-marum USUS continentia, XL Schematibus novis æri incisis",SELECTA EX ARCHIMEDE THEOREMATA,ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ,,MDCCIII.,CORN. CROWNFIELD.,CANTABRIGIÆ,,,,,ai_02_14-55,SELECTA EX ARCHIMEDE THEOREMATA,,"Quibus in hac nova Editione accedunt COROLLARIA non pauca illustrandis Elementis accommodata, & varios propositionum pluri-marum USUS continentia",XL Schematibus novis æri incisis illustrata,"Andrea Tacquet, William Whiston",CORN. CROWNFIELD,Cornelius Crownfield,,"CANTABRIGIÆ, TYPIS ACADEMICIS. Impensis CORN. CROWNFIELD. MDCCIII.","CAMBRIDGE, ACADEMIC PRESS. At the expense of CORN. CROWNFIELD. 1703.",Octavo,"Elements 1–6, 11-12",1,TACQUET,,https://www.google.com/books/edition/Elementa_geometri%C3%A6_plan%C3%A6_ac_solid%C3%A6_Eu/9gHKKwQnFngC,/tps/Cambridge_1703_tp.png,,,,,,,False,typographic,7,none,none,False,"roman, italics, majuscule roman",,ancient,,,
Rome_1574,1574,Rome,,LATIN,,Christopher Clavius,"[vol. 1]:	EVCLIDIS ELEMENTORVM LIBRI XV. ACCES-
SIT XVI. DE SOlidorum Regularium comparatione.	OMNES
PERSPICVIS DEmonstrationibus, accuratisque scholijs illustrati. AVCTORE CHRISTOPHORO CLAVIO BAMBERGENSI. SOCI-ETATIS IESV.
[vol. 2]: EVCLIDIS POSTERIORES Libri sex a x. ad xv. AC-CESSIT XVI. DE SOlidorum Regularium comparatione. OMNES PERSPICVIS DEmonstrationibus, accuratisque scholijs illustrati. AVCTORE CHRISTOPHORO CLAVIO BAMBERGENSI. SOCI-ETATIS IESV.","[vol. 1]: THE ELEMENTS OF EUCLID BOOKS XV. WITH AN ADDITIONAL XVI. ON THE COMPARISON OF REGULAR SOLIDS. ALL ILLUSTRATED WITH CLEAR DEMONSTRATIONS AND ACCURATE SCHOLIA. BY CHRISTOPHER CLAVIUS OF BAMBERG. OF THE SOCIETY OF JESUS.
[vol. 2]: THE LATER BOOKS OF EUCLID FROM X. TO XV. WITH AN ADDITIONAL XVI. ON THE COMPARISON OF REGULAR SOLIDS. ALL ILLUSTRATED WITH CLEAR DEMONSTRATIONS AND ACCURATE SCHOLIA. BY CHRISTOPHER CLAVIUS OF BAMBERG. OF THE SOCIETY OF JESUS.",EVCLIDIS ELEMENTORVM LIBRI XV.,CHRISTOPHORO CLAVIO BAMBERGENSI.,,SOCIE-TATIS IESV.,,EVCLIDIS,,,,,,,,illustrati,,,,,,,,"SOCI-ETATIS IESV, SOCI-ETATIS IESV","PERSPICVIS DEmonstrationibus, accuratisque scholijs",DE SOlidorum Regularium comparatione,EVCLIDIS ELEMENTORVM LIBRI XV.,,1574,Vincentium Accoltum,ROMAE,,,,,ai_02_14-55,"OMNES PERSPICVIS DEmonstrationibus, accuratisque scholijs illustrati","OMNES
PERSPICVIS DEmonstrationibus, accuratisque scholijs illustrati.",EVCLIDIS POSTERIORES Libri sex a x. ad xv.,AC-CESSIT XVI. DE SOlidorum Regularium comparatione.,Christoph Clavius,Vincentium Accoltum,Vincentium Accoltum,"[vol. 2] ROMAE, Apud Vincentium Accoltum. M.D.LXXIIII. Cum licentia Superiorum.","[vols 1 & 2] ROMAE, Apud Vincentium Accoltum. 1574.","[vols 1 & 2] ROME, At Vincentius Accoltus. 1574.",Octavo,Elements 1–16,2,CLAVIUS,https://www.ustc.ac.uk/editions/828480,https://www.google.com/books/edition/Euclidis_Elementorum_libri_XV/9E2xEit4CKkC,/tps/Rome_1574_tp.jpeg,,,,,,,False,standard,7,woodcut,woodcut,True,"roman, majuscule roman, italics",,,dh,True,
Cologne_1607,1607,Cologne,,LATIN,,"Jean Magnien, Étienne Gracile","EVCLIDIS ELEMENTORVM LIBRI XV. ACCESSIT LIBER
XVI. DE QVINQVE SOLIDORVM REGVLARIVM inter se com-
paratione. AD EXEMPLARIA R.P. CHRISTOphori Clauij è Societ. IESV, & aliorum collati, emendati & aucti.","THE FIFTEEN BOOKS OF EUCLID'S ELEMENTS. THERE IS ALSO A SIXTEENTH BOOK ON THE COMPARISON OF THE FIVE REGULAR SOLIDS with each other. COMPARED, CORRECTED, AND ENLARGED ACCORDING TO THE COPIES OF R.P. CHRISTOPHER CLAVIUS OF THE SOCIETY OF JESUS, & OTHERS.",EVCLIDIS ELEMENTORVM LIBRI XV,,,,,EVCLIDIS,,,R.P. CHRISTOphori Clauij,,,"AD EXEMPLARIA R.P. CHRISTOphori Clauij è Societ. IESV, & aliorum collati, emendati & aucti",,"collati, emendati, aucti",,,,,,,,Societ. IESV,"AD EXEMPLARIA R.P. CHRISTOphori Clauij è Societ. IESV, & aliorum collati, emendati & aucti",LIBER XVI. DE QVINQVE SOLIDORVM REGVLARIVM inter se com- paratione,,,M. D. CVII.,Gosuinum Cholinum,COLONIAE,Cum Gratia & Priuilegio.,,,,ai_02_14-55,"AD EXEMPLARIA R.P. CHRISTOphori Clauij è Societ. IESV, & aliorum collati, emendati & aucti",,"ACCESSIT LIBER
XVI. DE QVINQVE SOLIDORVM REGVLARIVM inter se com-
paratione",,Gracilis/Magnienus,Gosuinum Cholinum,Goswinus Cholinus,,COLONIAE Apud Gosuinum Cholinum M. D. CVII. Cum Gratia & Priuilegio.,COLONIAE At Gosuinus Cholinus 1607. With Grace & Privilege.,Octavo,Elements 1–16 (enunciations),1,MAGNIENUS/GRACILIS and DASYPODIUS,,https://www.google.com/books/edition/Antonii_Possevini_Mantvani_Societatis_Ie/yqWtNTuCDvgC,/tps/Cologne_1607_tp.png,,,,,,,False,typographic,6,none,woodcut,True,"roman, majuscule roman, italics",,contemporary,,,
Cologne_1627,1627,Cologne,,LATIN,,"Jean Magnien, Étienne Gracile","EVCLIDIS ELEMENTORVM LIBRI XV. ACCESSIT LIBER
XVI. DE QVINque solidorum Regularium inter se comparatione. AD EXEMPLARIA R.P. CHRISTOphori Clauij è Societ. IESV, & aliorum hac postrema editione collati, emendati & aucti.","THE FIFTEEN BOOKS OF EUCLID'S ELEMENTS. THERE IS ADDED A SIXTEENTH BOOK ON THE COMPARISON OF THE FIVE REGULAR SOLIDS AMONG THEMSELVES. COMPARED, CORRECTED, AND ENLARGED IN THIS LATEST EDITION ACCORDING TO THE COPIES OF R.P. CHRISTOPHER CLAVIUS OF THE SOCIETY OF JESUS, AND OTHERS.",EVCLIDIS ELEMENTORVM LIBRI XV,,,,,EVCLIDIS,,,R.P. CHRISTOphori Clauij,,,"AD EXEMPLARIA R.P. CHRISTOphori Clauij è Societ. IESV, & aliorum hac postrema editione collati, emendati & aucti",,"collati, emendati, aucti",,,,,,,,Societ. IESV,"AD EXEMPLARIA R.P. CHRISTOphori Clauij è Societ. IESV, & aliorum hac postrema editione collati, emendati & aucti",LIBER XVI. DE QVINque solidorum Regularium inter se comparatione,,,M. DC. XXVII.,Petrum Cholinum,COLONIAE,Cum gratia & Priuilegio.,,,,ai_02_14-55,"AD EXEMPLARIA R.P. CHRISTOphori Clauij è Societ. IESV, & aliorum hac postrema editione collati, emendati & aucti",,"ACCESSIT LIBER
XVI. DE QVINque solidorum Regularium inter se comparatione",,Gracilis/Magnienus,Petrus Cholinus,Petrus Cholinus,,COLONIAE Apud Petrum Cholinum M. DC. XXVII. Cum gratia & Priuilegio.,COLOGNE At Peter Cholinus 1627. With grace & Privilege.,Octavo,Elements 1–16,1,MAGNIENUS/GRACILIS and DASYPODIUS,-,https://www.google.com/books/edition/Elementa/vns-AAAAcAAJ,/tps/Cologne_1627_tp.png,,,,,,,False,typographic,5,none,woodcut,True,"roman, majuscule roman, italics",,contemporary,,,
Lyon_1660,1660,Lyon,,LATIN,,Claude-François Milliet Dechales,"EVCLIDIS ELEMENTORVM Libri octo. Ad faciliorem captum accommodati. AVCTORE P. CLAVDIO FRANCISCO MILLIET
DECHALES, Camberiensi Societ. IESV.","THE ELEMENTS OF EUCLID
Eight Books. Adapted for easier understanding.
BY THE AUTHOR P. CLAUDIUS FRANCISCUS MILLIET
DECHALES, of the Society of JESUS in Chambéry.",EVCLIDIS ELEMENTORVM Libri octo,"P. CLAVDIO FRANCISCO MILLIET
DECHALES",,Camberiensi Societ. IESV,,,,,,,,,,,,,,,,,,Societ. IESV,Ad faciliorem captum accommodati,,,,M. DC. LX.,BENEDICTVM CORAL,LVGDVNI,Cum Priuilegio Regis,,,,ai_02_14-55,Ad faciliorem captum accommodati,,,,Claude-François Milliet Dechales,Benedictum Coral,Benedictum Coral,,"LVGDVNI, Apud BENEDICTVM CORAL, in vico Mer-catorio. M. DC. LX. Cum Priuilegio Regis.","LVGDVNI, At BENEDICTVM CORAL, in the Mer-catorio street. M. DC. LX. With the Privilege of the King.",Octodecimo,"Elements 1–6, 11–12",1,CLAVIUS,-,,,,,,,,,,,,,,,,,,,,
